user_id,transaction_date,age,gender,occupation,region,device_type,product_price,is_weekend,hour_of_day,past_transactions,past_upi_ratio,past_card_ratio,past_cod_ratio,average_order_value,last_payment_method,days_since_last_purchase,payment_method,ratio_sum
USER_0002,2023-10-15,27,Male,Other,Urban,Mobile,3251.84,1,16,5,1.0,0.0,0.0,3314.55,upi,13.0,upi,1.0
USER_0002,2023-11-06,27,Male,Other,Urban,Mobile,3348.76,0,22,6,1.0,0.0,0.0,3304.1,upi,22.0,upi,1.0
USER_0002,2023-11-14,27,Male,Other,Urban,Mobile,1011.71,0,13,7,1.0,0.0,0.0,3310.48,upi,8.0,upi,1.0
USER_0002,2024-05-27,27,Male,Other,Urban,Mobile,4872.79,0,19,8,1.0,0.0,0.0,3023.13,upi,195.0,upi,1.0
USER_0002,2024-06-04,27,Male,Other,Urban,Mobile,3148.82,0,8,9,1.0,0.0,0.0,3228.65,upi,8.0,upi,1.0
USER_0002,2024-06-08,27,Male,Other,Urban,Mobile,4466.68,1,12,10,1.0,0.0,0.0,3220.67,upi,4.0,upi,1.0
USER_0002,2024-09-28,27,Male,Other,Urban,Mobile,4796.86,1,10,11,1.0,0.0,0.0,3333.94,upi,112.0,upi,1.0
USER_0003,2023-01-22,59,Male,Technical/IT,Urban,Mobile,13704.94,1,20,0,0.0,0.0,0.0,0.0,,,upi,0.0
USER_0003,2023-02-14,59,Male,Technical/IT,Urban,Desktop,9473.75,0,18,1,1.0,0.0,0.0,13704.94,upi,23.0,upi,1.0
USER_0003,2023-02-18,59,Male,Technical/IT,Urban,Mobile,12002.2,1,17,2,1.0,0.0,0.0,11589.34,upi,4.0,upi,1.0
USER_0003,2023-04-03,59,Male,Technical/IT,Urban,Mobile,10136.45,0,20,3,1.0,0.0,0.0,11726.96,upi,44.0,upi,1.0
USER_0003,2023-05-18,59,Male,Technical/IT,Urban,Mobile,11632.11,0,15,4,1.0,0.0,0.0,11329.33,upi,45.0,upi,1.0
USER_0003,2023-05-20,59,Male,Technical/IT,Urban,Mobile,13565.41,1,23,5,1.0,0.0,0.0,11389.89,upi,2.0,upi,1.0
USER_0003,2023-08-05,59,Male,Technical/IT,Urban,Mobile,12854.42,1,19,6,1.0,0.0,0.0,11752.48,upi,77.0,upi,1.0
USER_0003,2023-09-07,59,Male,Technical/IT,Urban,Mobile,14101.53,0,8,7,1.0,0.0,0.0,11909.9,upi,33.0,upi,1.0
USER_0003,2023-10-31,59,Male,Technical/IT,Urban,Mobile,13350.04,0,15,8,1.0,0.0,0.0,12183.85,upi,54.0,upi,1.0
USER_0003,2023-12-03,59,Male,Technical/IT,Urban,Mobile,10084.52,1,18,9,1.0,0.0,0.0,12313.43,upi,33.0,upi,1.0
USER_0003,2023-12-10,59,Male,Technical/IT,Urban,Mobile,9104.92,1,16,10,1.0,0.0,0.0,12090.54,upi,7.0,upi,1.0
USER_0003,2024-01-15,59,Male,Technical/IT,Urban,Mobile,7273.18,0,10,11,1.0,0.0,0.0,11819.12,upi,36.0,upi,1.0
USER_0003,2024-03-09,59,Male,Technical/IT,Urban,Mobile,13941.88,1,14,12,1.0,0.0,0.0,11440.29,upi,54.0,upi,1.0
USER_0003,2024-04-30,59,Male,Technical/IT,Urban,Mobile,14659.52,0,17,13,1.0,0.0,0.0,11632.72,upi,52.0,upi,1.0
USER_0003,2024-05-04,59,Male,Technical/IT,Urban,Mobile,11998.42,1,17,14,1.0,0.0,0.0,11848.92,upi,4.0,upi,1.0
USER_0003,2024-07-30,59,Male,Technical/IT,Urban,Mobile,6792.01,0,15,15,1.0,0.0,0.0,11858.89,upi,87.0,upi,1.0
USER_0003,2024-07-31,59,Male,Technical/IT,Urban,Mobile,15066.33,0,19,16,1.0,0.0,0.0,11542.21,upi,1.0,upi,1.0
USER_0004,2023-01-15,34,Male,Sales/Marketing,Rural,Mobile,4219.82,1,9,0,0.0,0.0,0.0,0.0,,,upi,0.0
USER_0004,2023-01-17,34,Male,Sales/Marketing,Rural,Mobile,4794.4,0,16,1,1.0,0.0,0.0,4219.82,upi,2.0,card,1.0
USER_0004,2023-01-29,34,Male,Sales/Marketing,Rural,Mobile,8276.85,1,17,2,0.5,0.5,0.0,4507.11,card,12.0,upi,1.0
USER_0004,2023-01-31,34,Male,Sales/Marketing,Rural,Mobile,8452.44,0,21,3,0.6667,0.3333,0.0,5763.69,upi,2.0,upi,1.0
USER_0004,2023-03-12,34,Male,Sales/Marketing,Rural,Mobile,8353.85,1,13,4,0.75,0.25,0.0,6435.88,upi,40.0,card,1.0
USER_0004,2023-03-16,34,Male,Sales/Marketing,Rural,Mobile,7698.99,0,15,5,0.6,0.4,0.0,6819.47,card,4.0,card,1.0
USER_0004,2023-05-10,34,Male,Sales/Marketing,Rural,Desktop,4337.81,0,16,6,0.5,0.5,0.0,6966.06,card,55.0,card,1.0
USER_0004,2023-05-24,34,Male,Sales/Marketing,Rural,Mobile,4779.4,0,12,7,0.4286,0.5714,0.0,6590.6,card,14.0,card,1.0
USER_0004,2023-06-04,34,Male,Sales/Marketing,Rural,Mobile,6690.72,1,20,8,0.375,0.625,0.0,6364.2,card,11.0,upi,1.0
USER_0004,2023-06-15,34,Male,Sales/Marketing,Rural,Mobile,6189.93,0,12,9,0.4444,0.5556,0.0,6400.48,upi,11.0,upi,1.0
USER_0004,2023-07-08,34,Male,Sales/Marketing,Rural,Mobile,5730.9,1,8,10,0.5,0.5,0.0,6379.42,upi,23.0,upi,1.0
USER_0004,2023-08-27,34,Male,Sales/Marketing,Rural,Mobile,4242.58,1,14,11,0.5455,0.4545,0.0,6320.46,upi,50.0,upi,1.0
USER_0004,2023-10-27,34,Male,Sales/Marketing,Rural,Mobile,4039.9,0,19,12,0.5833,0.4167,0.0,6147.31,upi,61.0,upi,1.0
USER_0004,2024-04-07,34,Male,Sales/Marketing,Rural,Mobile,3089.7,1,19,13,0.6154,0.3846,0.0,5985.2,upi,163.0,upi,1.0
USER_0004,2024-05-03,34,Male,Sales/Marketing,Rural,Mobile,4286.5,0,23,14,0.6429,0.3571,0.0,5778.38,upi,26.0,upi,1.0
USER_0004,2024-05-30,34,Male,Sales/Marketing,Rural,Mobile,5235.99,0,21,15,0.6667,0.3333,0.0,5678.92,upi,27.0,upi,1.0
USER_0004,2024-06-02,34,Male,Sales/Marketing,Rural,Mobile,3402.36,1,17,16,0.6875,0.3125,0.0,5651.24,upi,3.0,upi,1.0
USER_0004,2024-06-24,34,Male,Sales/Marketing,Rural,Mobile,3641.9,0,16,17,0.7059,0.2941,0.0,5518.95,upi,22.0,upi,1.0
USER_0005,2023-03-03,22,Female,Technical/IT,Semi-Urban,Desktop,11068.55,0,12,0,0.0,0.0,0.0,0.0,,,upi,0.0
USER_0005,2023-03-23,22,Female,Technical/IT,Semi-Urban,Mobile,8206.64,0,19,1,1.0,0.0,0.0,11068.55,upi,20.0,upi,1.0
USER_0005,2023-04-23,22,Female,Technical/IT,Semi-Urban,Mobile,8839.64,1,9,2,1.0,0.0,0.0,9637.59,upi,31.0,upi,1.0
USER_0005,2023-05-11,22,Female,Technical/IT,Semi-Urban,Mobile,7943.89,0,21,3,1.0,0.0,0.0,9371.61,upi,18.0,upi,1.0
USER_0005,2023-09-01,22,Female,Technical/IT,Semi-Urban,Mobile,6906.66,0,15,4,1.0,0.0,0.0,9014.68,upi,113.0,upi,1.0
USER_0005,2023-09-27,22,Female,Technical/IT,Semi-Urban,Mobile,9463.21,0,13,5,1.0,0.0,0.0,8593.08,upi,26.0,upi,1.0
USER_0005,2023-11-06,22,Female,Technical/IT,Semi-Urban,Mobile,6646.99,0,12,6,1.0,0.0,0.0,8738.1,upi,40.0,upi,1.0
USER_0005,2023-11-09,22,Female,Technical/IT,Semi-Urban,Mobile,11023.81,0,12,7,1.0,0.0,0.0,8439.37,upi,3.0,upi,1.0
USER_0005,2023-11-19,22,Female,Technical/IT,Semi-Urban,Mobile,5192.23,1,15,8,1.0,0.0,0.0,8762.42,upi,10.0,upi,1.0
USER_0005,2023-11-21,22,Female,Technical/IT,Semi-Urban,Mobile,9436.98,0,19,9,1.0,0.0,0.0,8365.74,upi,2.0,upi,1.0
USER_0005,2024-01-11,22,Female,Technical/IT,Semi-Urban,Mobile,10092.44,0,16,10,1.0,0.0,0.0,8472.86,upi,51.0,upi,1.0
USER_0005,2024-02-21,22,Female,Technical/IT,Semi-Urban,Mobile,11025.33,0,16,11,1.0,0.0,0.0,8620.1,upi,41.0,upi,1.0
USER_0005,2024-03-08,22,Female,Technical/IT,Semi-Urban,Mobile,8676.87,0,11,12,1.0,0.0,0.0,8820.53,upi,16.0,upi,1.0
USER_0005,2024-05-22,22,Female,Technical/IT,Semi-Urban,Mobile,11879.02,0,9,13,1.0,0.0,0.0,8809.48,upi,75.0,upi,1.0
USER_0005,2024-06-26,22,Female,Technical/IT,Semi-Urban,Mobile,8459.0,0,11,14,1.0,0.0,0.0,9028.73,upi,35.0,upi,1.0
USER_0005,2024-07-18,22,Female,Technical/IT,Semi-Urban,Mobile,6902.97,0,19,15,1.0,0.0,0.0,8990.75,upi,22.0,upi,1.0
USER_0005,2024-08-04,22,Female,Technical/IT,Semi-Urban,Mobile,8522.74,1,23,16,1.0,0.0,0.0,8860.26,upi,17.0,upi,1.0
USER_0005,2024-09-30,22,Female,Technical/IT,Semi-Urban,Mobile,10859.5,0,22,17,1.0,0.0,0.0,8840.41,upi,57.0,upi,1.0
USER_0006,2023-01-12,37,Prefer not to say,Student,Semi-Urban,Desktop,2049.96,0,20,0,0.0,0.0,0.0,0.0,,,upi,0.0
USER_0006,2023-04-09,37,Prefer not to say,Student,Semi-Urban,Desktop,3592.28,1,22,1,1.0,0.0,0.0,2049.96,upi,87.0,upi,1.0
USER_0006,2023-04-19,37,Prefer not to say,Student,Semi-Urban,Desktop,1515.04,0,21,2,1.0,0.0,0.0,2821.12,upi,10.0,upi,1.0
USER_0006,2023-09-11,37,Prefer not to say,Student,Semi-Urban,Desktop,1272.22,0,19,3,1.0,0.0,0.0,2385.76,upi,145.0,upi,1.0
USER_0006,2023-09-16,37,Prefer not to say,Student,Semi-Urban,Desktop,3768.94,1,20,4,1.0,0.0,0.0,2107.37,upi,5.0,upi,1.0
USER_0006,2023-11-12,37,Prefer not to say,Student,Semi-Urban,Desktop,2849.51,1,18,5,1.0,0.0,0.0,2439.69,upi,57.0,upi,1.0
USER_0006,2024-03-10,37,Prefer not to say,Student,Semi-Urban,Desktop,1369.23,1,17,6,1.0,0.0,0.0,2507.99,upi,119.0,upi,1.0
USER_0006,2024-03-28,37,Prefer not to say,Student,Semi-Urban,Desktop,1585.8,0,21,7,1.0,0.0,0.0,2345.31,upi,18.0,upi,1.0
USER_0006,2024-06-26,37,Prefer not to say,Student,Semi-Urban,Desktop,1355.89,0,23,8,1.0,0.0,0.0,2250.37,upi,90.0,upi,1.0
USER_0006,2024-07-21,37,Prefer not to say,Student,Semi-Urban,Desktop,1971.26,1,14,9,1.0,0.0,0.0,2150.99,upi,25.0,upi,1.0
USER_0006,2024-09-27,37,Prefer not to say,Student,Semi-Urban,Desktop,2332.05,0,20,10,1.0,0.0,0.0,2133.01,upi,68.0,upi,1.0
USER_0007,2023-02-11,60,Prefer not to say,Creative/Arts,Urban,Mobile,8848.16,1,20,0,0.0,0.0,0.0,0.0,,,upi,0.0
USER_0007,2023-03-20,60,Prefer not to say,Creative/Arts,Urban,Mobile,9175.79,0,18,1,1.0,0.0,0.0,8848.16,upi,37.0,upi,1.0
USER_0007,2023-05-24,60,Prefer not to say,Creative/Arts,Urban,Mobile,8019.43,0,12,2,1.0,0.0,0.0,9011.97,upi,65.0,cod,1.0
USER_0007,2023-06-21,60,Prefer not to say,Creative/Arts,Urban,Mobile,8214.16,0,9,3,0.6667,0.0,0.3333,8681.12,cod,28.0,upi,1.0
USER_0007,2023-08-08,60,Prefer not to say,Creative/Arts,Urban,Mobile,8891.45,0,10,4,0.75,0.0,0.25,8564.38,upi,48.0,upi,1.0
USER_0007,2023-08-10,60,Prefer not to say,Creative/Arts,Urban,Mobile,9015.75,0,9,5,0.8,0.0,0.2,8629.8,upi,2.0,upi,1.0
USER_0007,2023-11-05,60,Prefer not to say,Creative/Arts,Urban,Mobile,6735.9,1,17,6,0.8333,0.0,0.1667,8694.12,upi,87.0,upi,1.0
USER_0007,2023-11-10,60,Prefer not to say,Creative/Arts,Urban,Mobile,8882.68,0,11,7,0.8571,0.0,0.1429,8414.38,upi,5.0,upi,1.0
USER_0007,2023-12-02,60,Prefer not to say,Creative/Arts,Urban,Mobile,5920.96,1,22,8,0.875,0.0,0.125,8472.91,upi,22.0,upi,1.0
USER_0007,2024-01-25,60,Prefer not to say,Creative/Arts,Urban,Mobile,5414.8,0,9,9,0.8889,0.0,0.1111,8189.36,upi,54.0,upi,1.0
USER_0007,2024-02-20,60,Prefer not to say,Creative/Arts,Urban,Mobile,9434.85,0,23,10,0.9,0.0,0.1,7911.91,upi,26.0,upi,1.0
USER_0007,2024-03-25,60,Prefer not to say,Creative/Arts,Urban,Mobile,5089.62,0,18,11,0.9091,0.0,0.0909,8050.36,upi,34.0,upi,1.0
USER_0007,2024-05-01,60,Prefer not to say,Creative/Arts,Urban,Mobile,7834.61,0,22,12,0.9167,0.0,0.0833,7803.63,upi,37.0,upi,1.0
USER_0007,2024-05-09,60,Prefer not to say,Creative/Arts,Urban,Mobile,10421.07,0,15,13,0.9231,0.0,0.0769,7806.01,upi,8.0,upi,1.0
USER_0007,2024-05-10,60,Prefer not to say,Creative/Arts,Urban,Mobile,4874.58,0,15,14,0.9286,0.0,0.0714,7992.8,upi,1.0,upi,1.0
USER_0007,2024-06-02,60,Prefer not to say,Creative/Arts,Urban,Mobile,8746.96,1,15,15,0.9333,0.0,0.0667,7784.92,upi,23.0,upi,1.0
USER_0007,2024-07-04,60,Prefer not to say,Creative/Arts,Urban,Tablet,10535.55,0,8,16,0.9375,0.0,0.0625,7845.05,upi,32.0,upi,1.0
USER_0007,2024-07-25,60,Prefer not to say,Creative/Arts,Urban,Mobile,7148.69,0,9,17,0.9412,0.0,0.0588,8003.31,upi,21.0,upi,1.0
USER_0007,2024-08-16,60,Prefer not to say,Creative/Arts,Urban,Mobile,6117.98,0,22,18,0.9444,0.0,0.0556,7955.83,upi,22.0,upi,1.0
USER_0008,2023-03-13,40,Female,Education,Urban,Mobile,5804.34,0,21,0,0.0,0.0,0.0,0.0,,,upi,0.0
USER_0008,2023-03-28,40,Female,Education,Urban,Mobile,4182.36,0,13,1,1.0,0.0,0.0,5804.34,upi,15.0,upi,1.0
USER_0008,2023-04-09,40,Female,Education,Urban,Mobile,5437.49,1,21,2,1.0,0.0,0.0,4993.35,upi,12.0,upi,1.0
USER_0008,2023-06-10,40,Female,Education,Urban,Mobile,5224.17,1,13,3,1.0,0.0,0.0,5141.4,upi,62.0,card,1.0
USER_0008,2023-08-12,40,Female,Education,Urban,Mobile,8170.33,1,18,4,0.75,0.25,0.0,5162.09,card,63.0,upi,1.0
USER_0008,2023-09-08,40,Female,Education,Urban,Mobile,7081.8,0,11,5,0.8,0.2,0.0,5763.74,upi,27.0,upi,1.0
USER_0008,2023-09-15,40,Female,Education,Urban,Mobile,6406.53,0,15,6,0.8333,0.1667,0.0,5983.41,upi,7.0,upi,1.0
USER_0008,2023-10-12,40,Female,Education,Urban,Mobile,4799.78,0,15,7,0.8571,0.1429,0.0,6043.86,upi,27.0,upi,1.0
USER_0008,2023-10-16,40,Female,Education,Urban,Mobile,4838.63,0,13,8,0.875,0.125,0.0,5888.35,upi,4.0,upi,1.0
USER_0008,2024-02-14,40,Female,Education,Urban,Mobile,5262.36,0,21,9,0.8889,0.1111,0.0,5771.71,upi,121.0,upi,1.0
USER_0008,2024-05-04,40,Female,Education,Urban,Mobile,5455.21,1,11,10,0.9,0.1,0.0,5720.78,upi,80.0,upi,1.0
USER_0009,2023-04-03,51,Prefer not to say,Student,Rural,Desktop,3648.5,0,9,0,0.0,0.0,0.0,0.0,,,cod,0.0
USER_0009,2023-04-05,51,Prefer not to say,Student,Rural,Desktop,1711.96,0,18,1,0.0,0.0,1.0,3648.5,cod,2.0,cod,1.0
USER_0009,2023-04-25,51,Prefer not to say,Student,Rural,Desktop,1857.21,0,15,2,0.0,0.0,1.0,2680.23,cod,20.0,cod,1.0
USER_0009,2023-06-10,51,Prefer not to say,Student,Rural,Desktop,2631.5,1,10,3,0.0,0.0,1.0,2405.89,cod,46.0,cod,1.0
USER_0009,2023-06-17,51,Prefer not to say,Student,Rural,Desktop,756.23,1,17,4,0.0,0.0,1.0,2462.29,cod,7.0,cod,1.0
USER_0009,2023-09-10,51,Prefer not to say,Student,Rural,Desktop,4712.17,1,16,5,0.0,0.0,1.0,2121.08,cod,85.0,cod,1.0
USER_0009,2023-09-16,51,Prefer not to say,Student,Rural,Desktop,2022.17,1,19,6,0.0,0.0,1.0,2552.93,cod,6.0,cod,1.0
USER_0009,2023-10-06,51,Prefer not to say,Student,Rural,Desktop,2245.05,0,15,7,0.0,0.0,1.0,2477.11,cod,20.0,cod,1.0
USER_0009,2023-10-12,51,Prefer not to say,Student,Rural,Desktop,1708.13,0,14,8,0.0,0.0,1.0,2448.1,cod,6.0,cod,1.0
USER_0009,2023-11-25,51,Prefer not to say,Student,Rural,Desktop,968.28,1,15,9,0.0,0.0,1.0,2365.88,cod,44.0,cod,1.0
USER_0009,2024-04-28,51,Prefer not to say,Student,Rural,Desktop,1603.37,1,23,10,0.0,0.0,1.0,2226.12,cod,155.0,cod,1.0
USER_0009,2024-06-04,51,Prefer not to say,Student,Rural,Tablet,1535.42,0,12,11,0.0,0.0,1.0,2169.51,cod,37.0,cod,1.0
USER_0009,2024-06-26,51,Prefer not to say,Student,Rural,Desktop,980.03,0,13,12,0.0,0.0,1.0,2116.67,cod,22.0,cod,1.0
USER_0009,2024-07-07,51,Prefer not to say,Student,Rural,Desktop,3120.99,1,12,13,0.0,0.0,1.0,2029.23,cod,11.0,cod,1.0
USER_0009,2024-07-28,51,Prefer not to say,Student,Rural,Mobile,3739.43,1,16,14,0.0,0.0,1.0,2107.22,cod,21.0,cod,1.0
USER_0009,2024-08-11,51,Prefer not to say,Student,Rural,Tablet,3045.04,1,23,15,0.0,0.0,1.0,2216.03,cod,14.0,cod,1.0
USER_0010,2023-02-03,74,Female,Retired,Semi-Urban,Desktop,2429.24,0,18,0,0.0,0.0,0.0,0.0,,,cod,0.0
USER_0010,2023-04-06,74,Female,Retired,Semi-Urban,Mobile,5303.81,0,21,1,0.0,0.0,1.0,2429.24,cod,62.0,cod,1.0
USER_0010,2023-04-07,74,Female,Retired,Semi-Urban,Mobile,2737.88,0,12,2,0.0,0.0,1.0,3866.52,cod,1.0,cod,1.0
USER_0010,2023-05-17,74,Female,Retired,Semi-Urban,Mobile,5534.39,0,15,3,0.0,0.0,1.0,3490.31,cod,40.0,cod,1.0
USER_0010,2023-08-01,74,Female,Retired,Semi-Urban,Desktop,5672.4,0,19,4,0.0,0.0,1.0,4001.33,cod,76.0,cod,1.0
USER_0010,2023-08-15,74,Female,Retired,Semi-Urban,Mobile,3954.13,0,19,5,0.0,0.0,1.0,4335.54,cod,14.0,cod,1.0
USER_0010,2023-08-29,74,Female,Retired,Semi-Urban,Mobile,5704.55,0,18,6,0.0,0.0,1.0,4271.97,cod,14.0,cod,1.0
USER_0010,2023-11-26,74,Female,Retired,Semi-Urban,Mobile,2457.43,1,9,7,0.0,0.0,1.0,4476.63,cod,89.0,cod,1.0
USER_0010,2023-11-28,74,Female,Retired,Semi-Urban,Mobile,5739.2,0,8,8,0.0,0.0,1.0,4224.23,cod,2.0,cod,1.0
USER_0010,2024-01-01,74,Female,Retired,Semi-Urban,Mobile,2387.35,0,11,9,0.0,0.0,1.0,4392.56,cod,34.0,cod,1.0
USER_0010,2024-01-12,74,Female,Retired,Semi-Urban,Mobile,4838.17,0,11,10,0.0,0.0,1.0,4192.04,cod,11.0,cod,1.0
USER_0010,2024-02-18,74,Female,Retired,Semi-Urban,Mobile,3931.7,1,12,11,0.0,0.0,1.0,4250.78,cod,37.0,cod,1.0
USER_0010,2024-02-20,74,Female,Retired,Semi-Urban,Tablet,3674.31,0,8,12,0.0,0.0,1.0,4224.19,cod,2.0,cod,1.0
USER_0010,2024-05-13,74,Female,Retired,Semi-Urban,Mobile,2263.0,0,10,13,0.0,0.0,1.0,4181.89,cod,83.0,cod,1.0
USER_0010,2024-06-12,74,Female,Retired,Semi-Urban,Mobile,3392.62,0,11,14,0.0,0.0,1.0,4044.83,cod,30.0,cod,1.0
USER_0010,2024-06-14,74,Female,Retired,Semi-Urban,Mobile,5504.1,0,23,15,0.0,0.0,1.0,4001.34,cod,2.0,cod,1.0
USER_0010,2024-07-13,74,Female,Retired,Semi-Urban,Mobile,3964.91,1,21,16,0.0,0.0,1.0,4095.27,cod,29.0,cod,1.0
USER_0010,2024-07-17,74,Female,Retired,Semi-Urban,Mobile,1572.47,0,14,17,0.0,0.0,1.0,4087.6,cod,4.0,cod,1.0
USER_0010,2024-09-17,74,Female,Retired,Semi-Urban,Mobile,2695.67,0,8,18,0.0,0.0,1.0,3947.87,cod,62.0,cod,1.0
USER_0011,2023-01-17,40,Female,Healthcare,Urban,Mobile,8963.35,0,9,0,0.0,0.0,0.0,0.0,,,cod,0.0
USER_0011,2023-01-19,40,Female,Healthcare,Urban,Desktop,6157.18,0,13,1,0.0,0.0,1.0,8963.35,cod,2.0,upi,1.0
USER_0011,2023-04-08,40,Female,Healthcare,Urban,Desktop,9401.32,1,9,2,0.5,0.0,0.5,7560.27,upi,79.0,card,1.0
USER_0011,2023-05-07,40,Female,Healthcare,Urban,Desktop,8435.88,1,23,3,0.3333,0.3333,0.3333,8173.95,card,29.0,card,0.9999
USER_0011,2023-05-12,40,Female,Healthcare,Urban,Desktop,5745.83,0,18,4,0.25,0.5,0.25,8239.43,card,5.0,card,1.0
USER_0011,2023-05-21,40,Female,Healthcare,Urban,Desktop,14012.55,1,19,5,0.2,0.6,0.2,7740.71,card,9.0,card,1.0
USER_0011,2023-05-26,40,Female,Healthcare,Urban,Desktop,7107.72,0,8,6,0.1667,0.6667,0.1667,8786.02,card,5.0,card,1.0001
USER_0011,2023-06-12,40,Female,Healthcare,Urban,Desktop,6617.03,0,16,7,0.1429,0.7143,0.1429,8546.26,card,17.0,card,1.0001
USER_0011,2023-09-14,40,Female,Healthcare,Urban,Desktop,8320.85,0,18,8,0.125,0.75,0.125,8305.11,card,94.0,card,1.0
USER_0011,2023-10-24,40,Female,Healthcare,Urban,Desktop,11114.81,0,18,9,0.1111,0.7778,0.1111,8306.86,card,40.0,upi,1.0
USER_0011,2023-11-04,40,Female,Healthcare,Urban,Desktop,9566.61,1,20,10,0.2,0.7,0.1,8587.65,upi,11.0,card,0.9999999999999999
USER_0011,2023-12-14,40,Female,Healthcare,Urban,Desktop,7757.01,0,21,11,0.1818,0.7273,0.0909,8676.65,card,40.0,card,0.9999999999999999
USER_0011,2023-12-16,40,Female,Healthcare,Urban,Desktop,7286.28,1,13,12,0.1667,0.75,0.0833,8600.01,card,2.0,card,1.0
USER_0011,2024-01-09,40,Female,Healthcare,Urban,Desktop,13536.97,0,13,13,0.1538,0.7692,0.0769,8498.96,card,24.0,card,0.9999
USER_0011,2024-01-12,40,Female,Healthcare,Urban,Desktop,11318.93,0,8,14,0.1429,0.7857,0.0714,8858.81,card,3.0,card,1.0
USER_0011,2024-02-21,40,Female,Healthcare,Urban,Desktop,10821.45,0,19,15,0.1333,0.8,0.0667,9022.82,card,40.0,card,1.0
USER_0011,2024-03-16,40,Female,Healthcare,Urban,Desktop,11178.19,1,16,16,0.125,0.8125,0.0625,9135.24,card,24.0,card,1.0
USER_0011,2024-05-03,40,Female,Healthcare,Urban,Desktop,9381.9,0,12,17,0.1176,0.8235,0.0588,9255.41,card,48.0,card,0.9999
USER_0011,2024-05-14,40,Female,Healthcare,Urban,Desktop,10107.87,0,23,18,0.1111,0.8333,0.0556,9262.44,card,11.0,upi,1.0
USER_0011,2024-06-07,40,Female,Healthcare,Urban,Desktop,7834.75,0,17,19,0.1579,0.7895,0.0526,9306.93,upi,24.0,card,1.0
USER_0011,2024-06-19,40,Female,Healthcare,Urban,Desktop,11407.42,0,21,20,0.15,0.8,0.05,9233.32,card,12.0,card,1.0
USER_0011,2024-08-22,40,Female,Healthcare,Urban,Desktop,8433.61,0,20,21,0.1429,0.8095,0.0476,9336.85,card,64.0,card,1.0
USER_0011,2024-09-11,40,Female,Healthcare,Urban,Desktop,7166.83,0,19,22,0.1364,0.8182,0.0455,9295.8,card,20.0,card,1.0001
USER_0012,2023-03-10,31,Prefer not to say,Education,Rural,Mobile,2294.93,0,10,0,0.0,0.0,0.0,0.0,,,cod,0.0
USER_0012,2023-04-18,31,Prefer not to say,Education,Rural,Mobile,7068.72,0,11,1,0.0,0.0,1.0,2294.93,cod,39.0,cod,1.0
USER_0012,2023-08-27,31,Prefer not to say,Education,Rural,Mobile,2688.93,1,12,2,0.0,0.0,1.0,4681.82,cod,131.0,cod,1.0
